x,y,z,source,maxzoom
2206,1498,12,tinitaly,13
2206,1499,12,tinitaly,13
278,190,9,tinitaly,13
278,191,9,tinitaly,13
2168,1441,12,tinitaly,13
2169,1441,12,tinitaly,13
2205,1493,12,tinitaly,13
2204,1493,12,tinitaly,13
1072,767,11,tinitaly,13
1073,767,11,tinitaly,13
2244,1552,12,tinitaly,13
2206,1460,12,tinitaly,13
2206,1461,12,tinitaly,13
2198,1569,12,tinitaly,13
2157,1443,12,tinitaly,13
2157,1442,12,tinitaly,13
2189,1576,12,tinitaly,13
2189,1577,12,tinitaly,13
2188,1577,12,tinitaly,13
2189,1528,12,tinitaly,13
2188,1528,12,tinitaly,13
2136,1449,12,tinitaly,13
2137,1449,12,tinitaly,13
2204,1447,12,tinitaly,13
2258,1539,12,tinitaly,13
2222,1569,12,tinitaly,13
2223,1515,12,tinitaly,13
2222,1515,12,tinitaly,13
2227,1560,12,tinitaly,13
2227,1561,12,tinitaly,13
2145,1449,12,tinitaly,13
2144,1449,12,tinitaly,13
553,393,10,tinitaly,13
2257,1554,12,tinitaly,13
2256,1554,12,tinitaly,13
1113,785,11,tinitaly,13
1112,785,11,tinitaly,13
2194,1472,12,tinitaly,13
2207,1542,12,tinitaly,13
2206,1542,12,tinitaly,13
1080,721,11,tinitaly,13
1081,721,11,tinitaly,13
1071,776,11,tinitaly,13
1086,758,11,tinitaly,13
1087,758,11,tinitaly,13
2206,1493,12,tinitaly,13
1078,765,11,tinitaly,13
2189,1588,12,tinitaly,13
2188,1588,12,tinitaly,13
2214,1515,12,tinitaly,13
2215,1515,12,tinitaly,13
2183,1595,12,tinitaly,13
1116,790,11,tinitaly,13
1095,807,11,tinitaly,13
1094,807,11,tinitaly,13
2234,1582,12,tinitaly,13
1102,747,11,tinitaly,13
2123,1478,12,tinitaly,13
1100,732,11,tinitaly,13
552,377,10,tinitaly,13
1125,776,11,tinitaly,13
2258,1545,12,tinitaly,13
2258,1544,12,tinitaly,13
2190,1588,12,tinitaly,13
2191,1588,12,tinitaly,13
2186,1595,12,tinitaly,13
2141,1554,12,tinitaly,13
2187,1616,12,tinitaly,13
2152,1488,12,tinitaly,13
2153,1488,12,tinitaly,13
2159,1499,12,tinitaly,13
1070,725,11,tinitaly,13
1071,725,11,tinitaly,13
2139,1492,12,tinitaly,13
2138,1492,12,tinitaly,13
551,399,10,tinitaly,13
2249,1554,12,tinitaly,13
1105,785,11,tinitaly,13
1096,739,11,tinitaly,13
270,180,9,at10,13
271,180,9,at10,13
68,44,7,at10,13
69,44,7,at10,13
550,351,10,at10,13
551,351,10,at10,13
274,180,9,at10,13
275,180,9,at10,13
135,88,8,at10,13
135,89,8,at10,13
560,355,10,at10,13
560,354,10,at10,13
539,358,10,at10,13
539,359,10,at10,13
550,362,10,at10,13
551,362,10,at10,13
1083,726,11,at10,13
1082,726,11,at10,13
2244,1418,12,at10,13
2244,1419,12,at10,13
547,351,10,at10,13
546,351,10,at10,13
560,361,10,at10,13
560,360,10,at10,13
1103,726,11,at10,13
1102,726,11,at10,13
2165,1403,12,at10,13
2164,1403,12,at10,13
2205,1403,12,at10,13
2204,1403,12,at10,13
558,362,10,at10,13
559,362,10,at10,13
2244,1448,12,at10,13
2244,1449,12,at10,13
540,351,10,at10,13
541,351,10,at10,13
2224,1403,12,at10,13
2225,1403,12,at10,13
1077,706,11,at10,13
1077,707,11,at10,13
539,362,10,at10,13
272,180,9,at10,13
273,180,9,at10,13
2189,1403,12,at10,13
2188,1403,12,at10,13
2173,1403,12,at10,13
2172,1403,12,at10,13
2244,1431,12,at10,13
2244,1430,12,at10,13
1080,726,11,at10,13
1081,726,11,at10,13
2171,1403,12,at10,13
2170,1403,12,at10,13
1078,726,11,at10,13
1079,726,11,at10,13
2234,1403,12,at10,13
2235,1403,12,at10,13
554,362,10,at10,13
555,362,10,at10,13
1077,714,11,at10,13
1077,715,11,at10,13
547,362,10,at10,13
546,362,10,at10,13
2157,1403,12,at10,13
2156,1403,12,at10,13
1077,718,11,at10,13
1077,719,11,at10,13
548,351,10,at10,13
549,351,10,at10,13
2180,1403,12,at10,13
2181,1403,12,at10,13
2244,1403,12,at10,13
539,356,10,at10,13
539,357,10,at10,13
2219,1403,12,at10,13
2218,1403,12,at10,13
2162,1403,12,at10,13
2163,1403,12,at10,13
2226,1403,12,at10,13
2227,1403,12,at10,13
2244,1432,12,at10,13
2244,1433,12,at10,13
1085,726,11,at10,13
1084,726,11,at10,13
540,362,10,at10,13
541,362,10,at10,13
2202,1403,12,at10,13
2203,1403,12,at10,13
2244,1407,12,at10,13
2244,1406,12,at10,13
2190,1403,12,at10,13
2191,1403,12,at10,13
2243,1403,12,at10,13
2242,1403,12,at10,13
557,351,10,at10,13
556,351,10,at10,13
1077,720,11,at10,13
1077,721,11,at10,13
2244,1415,12,at10,13
2244,1414,12,at10,13
539,351,10,at10,13
2211,1403,12,at10,13
2210,1403,12,at10,13
552,362,10,at10,13
553,362,10,at10,13
2209,1403,12,at10,13
2208,1403,12,at10,13
1077,725,11,at10,13
1077,724,11,at10,13
2194,1403,12,at10,13
2195,1403,12,at10,13
1117,726,11,at10,13
1116,726,11,at10,13
2177,1403,12,at10,13
2176,1403,12,at10,13
1099,726,11,at10,13
1098,726,11,at10,13
2244,1416,12,at10,13
2244,1417,12,at10,13
1086,726,11,at10,13
1087,726,11,at10,13
560,358,10,at10,13
560,359,10,at10,13
279,180,9,at10,13
278,180,9,at10,13
1077,704,11,at10,13
1077,705,11,at10,13
2228,1403,12,at10,13
2229,1403,12,at10,13
539,361,10,at10,13
539,360,10,at10,13
1106,726,11,at10,13
1107,726,11,at10,13
2244,1450,12,at10,13
2244,1451,12,at10,13
548,362,10,at10,13
549,362,10,at10,13
2236,1403,12,at10,13
2237,1403,12,at10,13
2221,1403,12,at10,13
2220,1403,12,at10,13
2244,1423,12,at10,13
2244,1422,12,at10,13
2244,1404,12,at10,13
2244,1405,12,at10,13
1109,726,11,at10,13
1108,726,11,at10,13
544,362,10,at10,13
545,362,10,at10,13
2244,1434,12,at10,13
2244,1435,12,at10,13
2186,1403,12,at10,13
2187,1403,12,at10,13
2174,1403,12,at10,13
2175,1403,12,at10,13
2159,1403,12,at10,13
2158,1403,12,at10,13
1101,726,11,at10,13
1100,726,11,at10,13
2238,1403,12,at10,13
2239,1403,12,at10,13
2244,1437,12,at10,13
2244,1436,12,at10,13
539,353,10,at10,13
539,352,10,at10,13
1077,723,11,at10,13
1077,722,11,at10,13
2207,1403,12,at10,13
2206,1403,12,at10,13
2244,1446,12,at10,13
2244,1447,12,at10,13
560,351,10,at10,13
1077,703,11,at10,13
1077,702,11,at10,13
2230,1403,12,at10,13
2231,1403,12,at10,13
560,353,10,at10,13
560,352,10,at10,13
554,351,10,at10,13
555,351,10,at10,13
542,351,10,at10,13
543,351,10,at10,13
2213,1403,12,at10,13
2212,1403,12,at10,13
2197,1403,12,at10,13
2196,1403,12,at10,13
2244,1420,12,at10,13
2244,1421,12,at10,13
1118,726,11,at10,13
1119,726,11,at10,13
2222,1403,12,at10,13
2223,1403,12,at10,13
276,180,9,at10,13
277,180,9,at10,13
2244,1453,12,at10,13
2244,1452,12,at10,13
560,356,10,at10,13
560,357,10,at10,13
1077,709,11,at10,13
1077,708,11,at10,13
2233,1403,12,at10,13
2232,1403,12,at10,13
1095,726,11,at10,13
1094,726,11,at10,13
2214,1403,12,at10,13
2215,1403,12,at10,13
2244,1424,12,at10,13
2244,1425,12,at10,13
1092,726,11,at10,13
1093,726,11,at10,13
2198,1403,12,at10,13
2199,1403,12,at10,13
1120,726,11,at10,13
1121,726,11,at10,13
1077,710,11,at10,13
1077,711,11,at10,13
1112,726,11,at10,13
1113,726,11,at10,13
2182,1403,12,at10,13
2183,1403,12,at10,13
1111,726,11,at10,13
1110,726,11,at10,13
2244,1409,12,at10,13
2244,1408,12,at10,13
558,351,10,at10,13
559,351,10,at10,13
2244,1438,12,at10,13
2244,1439,12,at10,13
2244,1410,12,at10,13
2244,1411,12,at10,13
2216,1403,12,at10,13
2217,1403,12,at10,13
1077,726,11,at10,13
2244,1445,12,at10,13
2244,1444,12,at10,13
1097,726,11,at10,13
1096,726,11,at10,13
2244,1426,12,at10,13
2244,1427,12,at10,13
552,351,10,at10,13
553,351,10,at10,13
1104,726,11,at10,13
1105,726,11,at10,13
2167,1403,12,at10,13
2166,1403,12,at10,13
1077,712,11,at10,13
1077,713,11,at10,13
1089,726,11,at10,13
1088,726,11,at10,13
2244,1429,12,at10,13
2244,1428,12,at10,13
2201,1403,12,at10,13
2200,1403,12,at10,13
2184,1403,12,at10,13
2185,1403,12,at10,13
2160,1403,12,at10,13
2161,1403,12,at10,13
2244,1440,12,at10,13
2244,1441,12,at10,13
539,355,10,at10,13
539,354,10,at10,13
542,362,10,at10,13
543,362,10,at10,13
2193,1403,12,at10,13
2192,1403,12,at10,13
2244,1412,12,at10,13
2244,1413,12,at10,13
1114,726,11,at10,13
1115,726,11,at10,13
2155,1403,12,at10,13
2154,1403,12,at10,13
545,351,10,at10,13
544,351,10,at10,13
2244,1442,12,at10,13
2244,1443,12,at10,13
2168,1403,12,at10,13
2169,1403,12,at10,13
1091,726,11,at10,13
1090,726,11,at10,13
2241,1403,12,at10,13
2240,1403,12,at10,13
560,362,10,at10,13
1077,717,11,at10,13
1077,716,11,at10,13
2179,1403,12,at10,13
2178,1403,12,at10,13
557,362,10,at10,13
556,362,10,at10,13
137,87,8,cz,14
137,86,8,cz,14
562,343,10,cz,14
563,343,10,cz,14
69,43,7,cz,14
273,175,9,cz,14
273,174,9,cz,14
273,172,9,cz,14
273,173,9,cz,14
1118,685,11,cz,14
1119,685,11,cz,14
277,176,9,cz,14
276,176,9,cz,14
280,176,9,cz,14
281,176,9,cz,14
274,176,9,cz,14
275,176,9,cz,14
550,343,10,cz,14
551,343,10,cz,14
279,176,9,cz,14
278,176,9,cz,14
554,343,10,cz,14
555,343,10,cz,14
552,343,10,cz,14
553,343,10,cz,14
547,343,10,cz,14
546,343,10,cz,14
548,343,10,cz,14
549,343,10,cz,14
1130,685,11,cz,14
1131,685,11,cz,14
560,343,10,cz,14
561,343,10,cz,14
140,86,8,cz,14
140,87,8,cz,14
1103,685,11,cz,14
1102,685,11,cz,14
1114,685,11,cz,14
1115,685,11,cz,14
1117,685,11,cz,14
1116,685,11,cz,14
1101,685,11,cz,14
1100,685,11,cz,14
282,174,9,cz,14
282,175,9,cz,14
282,172,9,cz,14
282,173,9,cz,14
1128,685,11,cz,14
1129,685,11,cz,14
1112,685,11,cz,14
1113,685,11,cz,14
1109,685,11,cz,14
1108,685,11,cz,14
1099,685,11,cz,14
1098,685,11,cz,14
1095,685,11,cz,14
1094,685,11,cz,14
273,176,9,cz,14
1121,685,11,cz,14
1120,685,11,cz,14
1104,685,11,cz,14
1105,685,11,cz,14
1097,685,11,cz,14
1096,685,11,cz,14
1106,685,11,cz,14
1107,685,11,cz,14
1126,685,11,cz,14
1127,685,11,cz,14
282,176,9,cz,14
1122,685,11,cz,14
1123,685,11,cz,14
1124,685,11,cz,14
1125,685,11,cz,14
564,343,10,cz,14
565,343,10,cz,14
1092,685,11,cz,14
1093,685,11,cz,14
557,343,10,cz,14
556,343,10,cz,14
558,343,10,cz,14
559,343,10,cz,14
1111,685,11,cz,14
1110,685,11,cz,14
1076,692,11,dehessen,16
1077,693,11,dehessen,16
1077,692,11,dehessen,16
1076,681,11,dehessen,16
1077,680,11,dehessen,16
1077,681,11,dehessen,16
2149,1362,12,dehessen,16
2148,1363,12,dehessen,16
2149,1363,12,dehessen,16
2152,1386,12,dehessen,16
2152,1387,12,dehessen,16
2153,1386,12,dehessen,16
1071,694,11,dehessen,16
1071,695,11,dehessen,16
1070,694,11,dehessen,16
2137,1386,12,dehessen,16
2136,1387,12,dehessen,16
2137,1387,12,dehessen,16
2164,1370,12,dehessen,16
2164,1371,12,dehessen,16
537,348,10,dehessen,16
536,348,10,dehessen,16
1069,694,11,dehessen,16
539,341,10,dehessen,16
538,341,10,dehessen,16
2147,1366,12,dehessen,16
2147,1367,12,dehessen,16
2160,1376,12,dehessen,16
2160,1377,12,dehessen,16
2161,1377,12,dehessen,16
1080,682,11,dehessen,16
1080,683,11,dehessen,16
2164,1369,12,dehessen,16
2164,1368,12,dehessen,16
2152,1393,12,dehessen,16
2152,1392,12,dehessen,16
2156,1382,12,dehessen,16
2156,1383,12,dehessen,16
2157,1382,12,dehessen,16
1075,698,11,dehessen,16
1074,698,11,dehessen,16
1074,699,11,dehessen,16
535,346,10,dehessen,16
2152,1397,12,dehessen,16
2156,1386,12,dehessen,16
2156,1387,12,dehessen,16
2142,1373,12,dehessen,16
2143,1373,12,dehessen,16
2143,1372,12,dehessen,16
1073,684,11,dehessen,16
1072,685,11,dehessen,16
1073,685,11,dehessen,16
2147,1363,12,dehessen,16
1070,687,11,dehessen,16
1071,687,11,dehessen,16
2150,1398,12,dehessen,16
2151,1398,12,dehessen,16
535,344,10,dehessen,16
535,345,10,dehessen,16
2160,1382,12,dehessen,16
2161,1382,12,dehessen,16
2144,1369,12,dehessen,16
2145,1369,12,dehessen,16
2160,1363,12,dehessen,16
2161,1363,12,dehessen,16
1078,681,11,dehessen,16
1078,680,11,dehessen,16
1069,693,11,dehessen,16
1069,692,11,dehessen,16
268,172,9,dehessen,16
269,171,9,dehessen,16
1069,690,11,dehessen,16
536,346,10,dehessen,16
536,347,10,dehessen,16
537,346,10,dehessen,16
2139,1382,12,dehessen,16
2138,1382,12,dehessen,16
2139,1383,12,dehessen,16
1080,690,11,dehessen,16
1073,698,11,dehessen,16
2147,1399,12,dehessen,16
2137,1389,12,dehessen,16
2136,1388,12,dehessen,16
2137,1388,12,dehessen,16
2150,1389,12,dehessen,16
2151,1389,12,dehessen,16
2150,1388,12,dehessen,16
537,342,10,dehessen,16
537,343,10,dehessen,16
536,343,10,dehessen,16
2162,1367,12,dehessen,16
2163,1367,12,dehessen,16
2162,1366,12,dehessen,16
2153,1361,12,dehessen,16
2151,1391,12,dehessen,16
2150,1390,12,dehessen,16
2150,1391,12,dehessen,16
2162,1381,12,dehessen,16
2162,1380,12,dehessen,16
2150,1361,12,dehessen,16
2139,1379,12,dehessen,16
2138,1379,12,dehessen,16
1074,695,11,dehessen,16
1074,694,11,dehessen,16
2162,1378,12,dehessen,16
2162,1379,12,dehessen,16
1078,690,11,dehessen,16
1079,690,11,dehessen,16
2152,1394,12,dehessen,16
2141,1373,12,dehessen,16
2158,1382,12,dehessen,16
2159,1382,12,dehessen,16
2154,1359,12,dehessen,16
2155,1359,12,dehessen,16
539,344,10,dehessen,16
538,344,10,dehessen,16
538,345,10,dehessen,16
1080,686,11,dehessen,16
1080,687,11,dehessen,16
2162,1373,12,dehessen,16
2162,1372,12,dehessen,16
2144,1396,12,dehessen,16
2145,1396,12,dehessen,16
537,341,10,dehessen,16
1073,682,11,dehessen,16
540,342,10,dehessen,16
2159,1363,12,dehessen,16
1080,689,11,dehessen,16
1071,697,11,dehessen,16
2162,1365,12,dehessen,16
1075,681,11,dehessen,16
2156,1359,12,dehessen,16
1078,692,11,dehessen,16
2143,1392,12,dehessen,16
2143,1393,12,dehessen,16
2149,1361,12,dehessen,16
2143,1396,12,dehessen,16
2137,1385,12,dehessen,16
2162,1374,12,dehessen,16
2164,1367,12,dehessen,16
2027,1448,12,frrgealti5metro,14
2027,1449,12,frrgealti5metro,14
2026,1448,12,frrgealti5metro,14
127,90,8,frrgealti5metro,14
2025,1393,12,frrgealti5metro,14
130,87,8,frrgealti5metro,14
2031,1505,12,frrgealti5metro,14
2031,1504,12,frrgealti5metro,14
2128,1477,12,frrgealti5metro,14
2128,1476,12,frrgealti5metro,14
264,180,9,frrgealti5metro,14
2086,1378,12,frrgealti5metro,14
2086,1379,12,frrgealti5metro,14
2087,1379,12,frrgealti5metro,14
530,364,10,frrgealti5metro,14
531,364,10,frrgealti5metro,14
530,365,10,frrgealti5metro,14
528,349,10,frrgealti5metro,14
260,173,9,frrgealti5metro,14
261,173,9,frrgealti5metro,14
533,351,10,frrgealti5metro,14
532,351,10,frrgealti5metro,14
517,345,10,frrgealti5metro,14
517,344,10,frrgealti5metro,14
1014,704,11,frrgealti5metro,14
1015,704,11,frrgealti5metro,14
1015,705,11,frrgealti5metro,14
526,349,10,frrgealti5metro,14
527,349,10,frrgealti5metro,14
2008,1430,12,frrgealti5metro,14
2009,1430,12,frrgealti5metro,14
2008,1431,12,frrgealti5metro,14
264,184,9,frrgealti5metro,14
265,185,9,frrgealti5metro,14
264,185,9,frrgealti5metro,14
1030,754,11,frrgealti5metro,14
1031,754,11,frrgealti5metro,14
2021,1440,12,frrgealti5metro,14
2021,1441,12,frrgealti5metro,14
2020,1440,12,frrgealti5metro,14
1014,724,11,frrgealti5metro,14
1015,724,11,frrgealti5metro,14
1015,725,11,frrgealti5metro,14
520,344,10,frrgealti5metro,14
520,345,10,frrgealti5metro,14
521,345,10,frrgealti5metro,14
264,186,9,frrgealti5metro,14
264,187,9,frrgealti5metro,14
265,186,9,frrgealti5metro,14
2025,1395,12,frrgealti5metro,14
2025,1394,12,frrgealti5metro,14
1064,733,11,frrgealti5metro,14
1066,743,11,frrgealti5metro,14
1067,743,11,frrgealti5metro,14
253,178,9,frrgealti5metro,14
252,178,9,frrgealti5metro,14
253,179,9,frrgealti5metro,14
531,369,10,frrgealti5metro,14
530,368,10,frrgealti5metro,14
530,369,10,frrgealti5metro,14
265,183,9,frrgealti5metro,14
264,183,9,frrgealti5metro,14
264,182,9,frrgealti5metro,14
2044,1508,12,frrgealti5metro,14
2045,1508,12,frrgealti5metro,14
2045,1509,12,frrgealti5metro,14
507,360,10,frrgealti5metro,14
507,361,10,frrgealti5metro,14
506,360,10,frrgealti5metro,14
2104,1391,12,frrgealti5metro,14
2104,1390,12,frrgealti5metro,14
2122,1503,12,frrgealti5metro,14
2123,1502,12,frrgealti5metro,14
2122,1502,12,frrgealti5metro,14
1060,721,11,frrgealti5metro,14
1061,720,11,frrgealti5metro,14
1060,720,11,frrgealti5metro,14
1017,730,11,frrgealti5metro,14
1017,731,11,frrgealti5metro,14
528,362,10,frrgealti5metro,14
528,363,10,frrgealti5metro,14
529,363,10,frrgealti5metro,14
2124,1501,12,frrgealti5metro,14
2124,1500,12,frrgealti5metro,14
2004,1411,12,frrgealti5metro,14
2005,1411,12,frrgealti5metro,14
263,175,9,frrgealti5metro,14
262,174,9,frrgealti5metro,14
262,175,9,frrgealti5metro,14
2134,1424,12,frrgealti5metro,14
2134,1425,12,frrgealti5metro,14
1066,716,11,frrgealti5metro,14
2096,1383,12,frrgealti5metro,14
1058,725,11,frrgealti5metro,14
1059,725,11,frrgealti5metro,14
1058,724,11,frrgealti5metro,14
2065,1376,12,frrgealti5metro,14
2065,1377,12,frrgealti5metro,14
530,359,10,frrgealti5metro,14
531,358,10,frrgealti5metro,14
530,358,10,frrgealti5metro,14
250,177,9,frrgealti5metro,14
251,177,9,frrgealti5metro,14
1993,1414,12,frrgealti5metro,14
1993,1415,12,frrgealti5metro,14
2029,1407,12,frrgealti5metro,14
2029,1406,12,frrgealti5metro,14
513,348,10,frrgealti5metro,14
513,349,10,frrgealti5metro,14
512,349,10,frrgealti5metro,14
1033,693,11,frrgealti5metro,14
1032,693,11,frrgealti5metro,14
1033,692,11,frrgealti5metro,14
2092,1498,12,frrgealti5metro,14
2028,1450,12,frrgealti5metro,14
2029,1451,12,frrgealti5metro,14
2029,1450,12,frrgealti5metro,14
2128,1496,12,frrgealti5metro,14
2128,1497,12,frrgealti5metro,14
2129,1496,12,frrgealti5metro,14
64,46,7,frrgealti5metro,14
1989,1416,12,frrgealti5metro,14
1988,1416,12,frrgealti5metro,14
1011,718,11,frrgealti5metro,14
1011,719,11,frrgealti5metro,14
1062,730,11,frrgealti5metro,14
1063,731,11,frrgealti5metro,14
1062,731,11,frrgealti5metro,14
532,356,10,frrgealti5metro,14
532,357,10,frrgealti5metro,14
510,376,10,frrgealti5metro,14
511,376,10,frrgealti5metro,14
1001,705,11,frrgealti5metro,14
1997,1424,12,frrgealti5metro,14
1996,1424,12,frrgealti5metro,14
1997,1425,12,frrgealti5metro,14
32,22,6,frrgealti5metro,14
530,351,10,frrgealti5metro,14
531,351,10,frrgealti5metro,14
530,350,10,frrgealti5metro,14
995,708,11,frrgealti5metro,14
2017,1432,12,frrgealti5metro,14
2016,1432,12,frrgealti5metro,14
2017,1433,12,frrgealti5metro,14
1049,748,11,frrgealti5metro,14
1048,748,11,frrgealti5metro,14
2140,1410,12,frrgealti5metro,14
2128,1458,12,frrgealti5metro,14
2128,1459,12,frrgealti5metro,14
1066,746,11,frrgealti5metro,14
1052,696,11,frrgealti5metro,14
1053,697,11,frrgealti5metro,14
1052,697,11,frrgealti5metro,14
506,353,10,frrgealti5metro,14
507,353,10,frrgealti5metro,14
2033,1481,12,frrgealti5metro,14
2033,1480,12,frrgealti5metro,14
1042,689,11,frrgealti5metro,14
1042,688,11,frrgealti5metro,14
2132,1402,12,frrgealti5metro,14
2133,1403,12,frrgealti5metro,14
2132,1403,12,frrgealti5metro,14
1991,1422,12,frrgealti5metro,14
1991,1423,12,frrgealti5metro,14
1039,687,11,frrgealti5metro,14
1038,686,11,frrgealti5metro,14
1038,687,11,frrgealti5metro,14
2084,1374,12,frrgealti5metro,14
2084,1375,12,frrgealti5metro,14
2122,1399,12,frrgealti5metro,14
2122,1398,12,frrgealti5metro,14
2123,1399,12,frrgealti5metro,14
1058,699,11,frrgealti5metro,14
1059,699,11,frrgealti5metro,14
2133,1494,12,frrgealti5metro,14
2132,1494,12,frrgealti5metro,14
2007,1430,12,frrgealti5metro,14
2007,1431,12,frrgealti5metro,14
2007,1408,12,frrgealti5metro,14
2007,1409,12,frrgealti5metro,14
2006,1409,12,frrgealti5metro,14
1063,727,11,frrgealti5metro,14
1062,726,11,frrgealti5metro,14
1062,727,11,frrgealti5metro,14
2014,1408,12,frrgealti5metro,14
2014,1409,12,frrgealti5metro,14
1013,698,11,frrgealti5metro,14
1013,699,11,frrgealti5metro,14
2017,1413,12,frrgealti5metro,14
2016,1412,12,frrgealti5metro,14
2016,1413,12,frrgealti5metro,14
517,346,10,frrgealti5metro,14
516,347,10,frrgealti5metro,14
517,347,10,frrgealti5metro,14
2029,1404,12,frrgealti5metro,14
2028,1404,12,frrgealti5metro,14
2029,1405,12,frrgealti5metro,14
2024,1411,12,frrgealti5metro,14
2025,1411,12,frrgealti5metro,14
2101,1387,12,frrgealti5metro,14
2101,1386,12,frrgealti5metro,14
127,93,8,frrgealti5metro,14
2096,1384,12,frrgealti5metro,14
2096,1385,12,frrgealti5metro,14
2033,1472,12,frrgealti5metro,14
2033,1473,12,frrgealti5metro,14
2033,1462,12,frrgealti5metro,14
2033,1463,12,frrgealti5metro,14
1062,736,11,frrgealti5metro,14
1062,737,11,frrgealti5metro,14
1063,737,11,frrgealti5metro,14
1028,695,11,frrgealti5metro,14
1029,695,11,frrgealti5metro,14
2128,1464,12,frrgealti5metro,14
2129,1465,12,frrgealti5metro,14
2128,1465,12,frrgealti5metro,14
1995,1420,12,frrgealti5metro,14
1995,1421,12,frrgealti5metro,14
2130,1494,12,frrgealti5metro,14
2131,1494,12,frrgealti5metro,14
2130,1495,12,frrgealti5metro,14
2011,1431,12,frrgealti5metro,14
2010,1430,12,frrgealti5metro,14
2011,1430,12,frrgealti5metro,14
266,176,9,frrgealti5metro,14
503,353,10,frrgealti5metro,14
502,352,10,frrgealti5metro,14
502,353,10,frrgealti5metro,14
999,712,11,frrgealti5metro,14
999,713,11,frrgealti5metro,14
259,172,9,frrgealti5metro,14
259,173,9,frrgealti5metro,14
2128,1402,12,frrgealti5metro,14
2129,1403,12,frrgealti5metro,14
2128,1403,12,frrgealti5metro,14
1065,716,11,frrgealti5metro,14
1064,716,11,frrgealti5metro,14
1066,710,11,frrgealti5metro,14
1067,710,11,frrgealti5metro,14
1066,711,11,frrgealti5metro,14
1013,722,11,frrgealti5metro,14
1012,722,11,frrgealti5metro,14
1013,723,11,frrgealti5metro,14
2078,1370,12,frrgealti5metro,14
2078,1371,12,frrgealti5metro,14
2134,1429,12,frrgealti5metro,14
2134,1428,12,frrgealti5metro,14
997,707,11,frrgealti5metro,14
997,706,11,frrgealti5metro,14
1060,751,11,frrgealti5metro,14
1061,750,11,frrgealti5metro,14
1060,750,11,frrgealti5metro,14
1051,693,11,frrgealti5metro,14
2065,1379,12,frrgealti5metro,14
2065,1378,12,frrgealti5metro,14
2055,1510,12,frrgealti5metro,14
2027,1407,12,frrgealti5metro,14
2026,1407,12,frrgealti5metro,14
1015,747,11,frrgealti5metro,14
2022,1442,12,frrgealti5metro,14
2023,1442,12,frrgealti5metro,14
2023,1443,12,frrgealti5metro,14
534,351,10,frrgealti5metro,14
2136,1414,12,frrgealti5metro,14
2137,1414,12,frrgealti5metro,14
2136,1415,12,frrgealti5metro,14
509,368,10,frrgealti5metro,14
509,369,10,frrgealti5metro,14
2027,1500,12,frrgealti5metro,14
2000,1411,12,frrgealti5metro,14
2001,1411,12,frrgealti5metro,14
2001,1410,12,frrgealti5metro,14
2094,1498,12,frrgealti5metro,14
2095,1498,12,frrgealti5metro,14
2021,1437,12,frrgealti5metro,14
2020,1436,12,frrgealti5metro,14
2021,1436,12,frrgealti5metro,14
1009,707,11,frrgealti5metro,14
1008,707,11,frrgealti5metro,14
1997,1428,12,frrgealti5metro,14
131,92,8,frrgealti5metro,14
130,92,8,frrgealti5metro,14
2065,1385,12,frrgealti5metro,14
2064,1385,12,frrgealti5metro,14
2065,1384,12,frrgealti5metro,14
257,174,9,frrgealti5metro,14
256,175,9,frrgealti5metro,14
257,175,9,frrgealti5metro,14
2090,1380,12,frrgealti5metro,14
2090,1381,12,frrgealti5metro,14
1015,748,11,frrgealti5metro,14
1014,749,11,frrgealti5metro,14
1015,749,11,frrgealti5metro,14
2036,1399,12,frrgealti5metro,14
2037,1399,12,frrgealti5metro,14
2109,1502,12,frrgealti5metro,14
2108,1502,12,frrgealti5metro,14
1009,716,11,frrgealti5metro,14
1009,717,11,frrgealti5metro,14
2123,1449,12,frrgealti5metro,14
2122,1449,12,frrgealti5metro,14
2078,1514,12,frrgealti5metro,14
2078,1515,12,frrgealti5metro,14
2079,1514,12,frrgealti5metro,14
2019,1413,12,frrgealti5metro,14
2019,1412,12,frrgealti5metro,14
2018,1413,12,frrgealti5metro,14
509,365,10,frrgealti5metro,14
509,364,10,frrgealti5metro,14
508,364,10,frrgealti5metro,14
2008,1407,12,frrgealti5metro,14
2009,1407,12,frrgealti5metro,14
2063,1511,12,frrgealti5metro,14
2062,1510,12,frrgealti5metro,14
2063,1510,12,frrgealti5metro,14
2118,1448,12,frrgealti5metro,14
2118,1449,12,frrgealti5metro,14
2128,1485,12,frrgealti5metro,14
2129,1485,12,frrgealti5metro,14
2024,1446,12,frrgealti5metro,14
2025,1447,12,frrgealti5metro,14
2025,1446,12,frrgealti5metro,14
1064,747,11,frrgealti5metro,14
1065,746,11,frrgealti5metro,14
1064,746,11,frrgealti5metro,14
253,177,9,frrgealti5metro,14
252,177,9,frrgealti5metro,14
2001,1428,12,frrgealti5metro,14
2001,1429,12,frrgealti5metro,14
2029,1497,12,frrgealti5metro,14
2029,1496,12,frrgealti5metro,14
2065,1382,12,frrgealti5metro,14
2065,1383,12,frrgealti5metro,14
2142,1406,12,frrgealti5metro,14
2142,1407,12,frrgealti5metro,14
260,186,9,frrgealti5metro,14
261,186,9,frrgealti5metro,14
2084,1512,12,frrgealti5metro,14
2084,1513,12,frrgealti5metro,14
1033,688,11,frrgealti5metro,14
1033,689,11,frrgealti5metro,14
2060,1389,12,frrgealti5metro,14
2061,1389,12,frrgealti5metro,14
