x,y,z,source,maxzoom
2168,1280,12,dk,17
2169,1280,12,dk,17
1082,636,11,dk,17
1082,637,11,dk,17
1087,650,11,dk,17
2172,1295,12,dk,17
2172,1294,12,dk,17
2190,1284,12,dk,17
2191,1284,12,dk,17
2190,1273,12,dk,17
2191,1273,12,dk,17
2220,1294,12,dk,17
2220,1295,12,dk,17
2188,1287,12,dk,17
2189,1287,12,dk,17
2173,1277,12,dk,17
2173,1276,12,dk,17
2165,1240,12,dk,17
2165,1241,12,dk,17
2164,1241,12,dk,17
2184,1304,12,dk,17
544,322,10,dk,17
545,322,10,dk,17
2139,1284,12,dk,17
1087,642,11,dk,17
1087,643,11,dk,17
1071,643,11,dk,17
1070,642,11,dk,17
1071,642,11,dk,17
1090,638,11,dk,17
1090,639,11,dk,17
2174,1292,12,dk,17
2175,1292,12,dk,17
2145,1251,12,dk,17
2180,1271,12,dk,17
2181,1271,12,dk,17
2216,1289,12,dk,17
1089,638,11,dk,17
1089,639,11,dk,17
1088,639,11,dk,17
1092,647,11,dk,17
1093,647,11,dk,17
1092,646,11,dk,17
2190,1295,12,dk,17
2183,1279,12,dk,17
2182,1279,12,dk,17
2183,1278,12,dk,17
1084,638,11,dk,17
1085,638,11,dk,17
1084,639,11,dk,17
2188,1290,12,dk,17
2188,1291,12,dk,17
2189,1290,12,dk,17
2156,1298,12,dk,17
2157,1298,12,dk,17
1089,630,11,dk,17
2148,1251,12,dk,17
2149,1251,12,dk,17
2191,1277,12,dk,17
2190,1276,12,dk,17
2190,1277,12,dk,17
2143,1288,12,dk,17
2143,1289,12,dk,17
2180,1261,12,dk,17
2180,1260,12,dk,17
2141,1257,12,dk,17
2141,1256,12,dk,17
2168,1250,12,dk,17
2177,1302,12,dk,17
2177,1303,12,dk,17
2176,1302,12,dk,17
2177,1275,12,dk,17
2176,1275,12,dk,17
2173,1282,12,dk,17
2173,1283,12,dk,17
2172,1282,12,dk,17
2185,1273,12,dk,17
1079,648,11,dk,17
1078,648,11,dk,17
1084,622,11,dk,17
2141,1286,12,dk,17
1071,629,11,dk,17
1071,628,11,dk,17
2143,1253,12,dk,17
2163,1241,12,dk,17
1091,650,11,dk,17
1091,651,11,dk,17
1090,650,11,dk,17
2189,1296,12,dk,17
2188,1296,12,dk,17
2172,1265,12,dk,17
2220,1292,12,dk,17
2220,1293,12,dk,17
2171,1247,12,dk,17
2168,1275,12,dk,17
2193,1284,12,dk,17
2192,1284,12,dk,17
2215,1294,12,dk,17
2190,1296,12,dk,17
2163,1296,12,dk,17
2162,1297,12,dk,17
2162,1296,12,dk,17
1082,641,11,dk,17
1084,619,11,dk,17
2166,1254,12,dk,17
2177,1292,12,dk,17
1110,644,11,dk,17
2194,1284,12,dk,17
1080,648,11,dk,17
2181,1275,12,dk,17
1080,640,11,dk,17
2215,1289,12,dk,17
1107,645,11,dk,17
1096,641,11,dk,17
1084,641,11,dk,17
1059,692,11,derlp,16
1059,693,11,derlp,16
2138,1406,12,derlp,16
2139,1407,12,derlp,16
2139,1406,12,derlp,16
2131,1400,12,derlp,16
2131,1401,12,derlp,16
2130,1400,12,derlp,16
534,345,10,derlp,16
534,344,10,derlp,16
1069,692,11,derlp,16
1068,692,11,derlp,16
1068,693,11,derlp,16
531,348,10,derlp,16
534,347,10,derlp,16
2144,1394,12,derlp,16
2121,1394,12,derlp,16
2120,1395,12,derlp,16
2121,1395,12,derlp,16
1060,691,11,derlp,16
1061,691,11,derlp,16
2135,1406,12,derlp,16
2134,1406,12,derlp,16
2142,1389,12,derlp,16
2143,1389,12,derlp,16
2142,1388,12,derlp,16
2135,1373,12,derlp,16
2135,1372,12,derlp,16
2119,1383,12,derlp,16
1061,698,11,derlp,16
1060,698,11,derlp,16
533,350,10,derlp,16
267,174,9,derlp,16
2124,1396,12,derlp,16
2125,1396,12,derlp,16
2124,1397,12,derlp,16
2131,1376,12,derlp,16
2130,1377,12,derlp,16
2131,1377,12,derlp,16
2142,1406,12,derlp,16
2142,1407,12,derlp,16
2123,1381,12,derlp,16
2122,1381,12,derlp,16
532,345,10,derlp,16
533,344,10,derlp,16
533,345,10,derlp,16
1071,702,11,derlp,16
1070,702,11,derlp,16
1070,703,11,derlp,16
2140,1376,12,derlp,16
2140,1377,12,derlp,16
2132,1375,12,derlp,16
2133,1375,12,derlp,16
1065,701,11,derlp,16
265,173,9,derlp,16
2120,1392,12,derlp,16
2121,1392,12,derlp,16
2121,1393,12,derlp,16
1072,699,11,derlp,16
1065,689,11,derlp,16
1064,689,11,derlp,16
2144,1400,12,derlp,16
2144,1401,12,derlp,16
2129,1377,12,derlp,16
2128,1377,12,derlp,16
266,173,9,derlp,16
1069,687,11,derlp,16
1068,686,11,derlp,16
1068,687,11,derlp,16
2140,1382,12,derlp,16
2140,1383,12,derlp,16
1063,689,11,derlp,16
533,348,10,derlp,16
533,349,10,derlp,16
532,348,10,derlp,16
2119,1392,12,derlp,16
2136,1371,12,derlp,16
2117,1386,12,derlp,16
2117,1387,12,derlp,16
2129,1396,12,derlp,16
2128,1396,12,derlp,16
2129,1397,12,derlp,16
1061,697,11,derlp,16
1061,696,11,derlp,16
2132,1404,12,derlp,16
2133,1404,12,derlp,16
2133,1405,12,derlp,16
2117,1388,12,derlp,16
2117,1389,12,derlp,16
2127,1396,12,derlp,16
2126,1396,12,derlp,16
2144,1393,12,derlp,16
1059,695,11,derlp,16
1059,694,11,derlp,16
1070,695,11,derlp,16
1071,695,11,derlp,16
1070,694,11,derlp,16
2144,1396,12,derlp,16
2144,1397,12,derlp,16
1065,698,11,derlp,16
1065,699,11,derlp,16
534,350,10,derlp,16
535,350,10,derlp,16
2140,1379,12,derlp,16
2140,1378,12,derlp,16
2117,1385,12,derlp,16
2136,1406,12,derlp,16
2137,1406,12,derlp,16
1068,702,11,derlp,16
1069,702,11,derlp,16
2138,1387,12,derlp,16
2138,1386,12,derlp,16
2117,1390,12,derlp,16
2125,1379,12,derlp,16
531,345,10,derlp,16
2144,1402,12,derlp,16
1067,687,11,derlp,16
2131,1404,12,derlp,16
1067,702,11,derlp,16
2140,1384,12,derlp,16
2138,1373,12,derlp,16
2260,1554,12,tinitaly,13
270,181,9,tinitaly,13
271,181,9,tinitaly,13
269,181,9,tinitaly,13
2165,1441,12,tinitaly,13
267,182,9,tinitaly,13
267,183,9,tinitaly,13
266,183,9,tinitaly,13
133,92,8,tinitaly,13
135,91,8,tinitaly,13
134,91,8,tinitaly,13
1103,796,11,tinitaly,13
1102,796,11,tinitaly,13
2195,1592,12,tinitaly,13
2200,1486,12,tinitaly,13
2200,1487,12,tinitaly,13
2197,1569,12,tinitaly,13
548,361,10,tinitaly,13
277,193,9,tinitaly,13
277,192,9,tinitaly,13
2125,1480,12,tinitaly,13
2125,1481,12,tinitaly,13
2173,1440,12,tinitaly,13
2173,1441,12,tinitaly,13
2172,1441,12,tinitaly,13
2221,1567,12,tinitaly,13
2220,1567,12,tinitaly,13
2223,1554,12,tinitaly,13
2223,1555,12,tinitaly,13
2158,1561,12,tinitaly,13
2158,1560,12,tinitaly,13
1101,770,11,tinitaly,13
1100,770,11,tinitaly,13
2156,1488,12,tinitaly,13
2157,1489,12,tinitaly,13
2157,1488,12,tinitaly,13
1078,782,11,tinitaly,13
1078,783,11,tinitaly,13
273,190,9,tinitaly,13
550,362,10,tinitaly,13
550,363,10,tinitaly,13
1090,719,11,tinitaly,13
1091,719,11,tinitaly,13
532,365,10,tinitaly,13
533,365,10,tinitaly,13
555,379,10,tinitaly,13
554,379,10,tinitaly,13
1095,764,11,tinitaly,13
1095,765,11,tinitaly,13
554,399,10,tinitaly,13
555,398,10,tinitaly,13
554,398,10,tinitaly,13
2193,1538,12,tinitaly,13
2193,1539,12,tinitaly,13
535,363,10,tinitaly,13
534,363,10,tinitaly,13
2123,1476,12,tinitaly,13
2123,1477,12,tinitaly,13
2159,1502,12,tinitaly,13
2159,1503,12,tinitaly,13
2135,1457,12,tinitaly,13
2134,1457,12,tinitaly,13
2135,1456,12,tinitaly,13
2157,1492,12,tinitaly,13
1116,758,11,tinitaly,13
1116,759,11,tinitaly,13
280,192,9,tinitaly,13
280,193,9,tinitaly,13
281,193,9,tinitaly,13
2244,1565,12,tinitaly,13
2244,1564,12,tinitaly,13
531,366,10,tinitaly,13
531,367,10,tinitaly,13
2184,1577,12,tinitaly,13
2185,1577,12,tinitaly,13
546,360,10,tinitaly,13
546,361,10,tinitaly,13
547,361,10,tinitaly,13
1089,758,11,tinitaly,13
1088,758,11,tinitaly,13
1089,759,11,tinitaly,13
1110,794,11,tinitaly,13
1110,795,11,tinitaly,13
1111,795,11,tinitaly,13
2204,1456,12,tinitaly,13
2205,1457,12,tinitaly,13
2204,1457,12,tinitaly,13
1066,746,11,tinitaly,13
1067,746,11,tinitaly,13
2177,1519,12,tinitaly,13
2177,1518,12,tinitaly,13
1089,760,11,tinitaly,13
274,186,9,tinitaly,13
274,187,9,tinitaly,13
1076,765,11,tinitaly,13
1077,765,11,tinitaly,13
2141,1548,12,tinitaly,13
2141,1549,12,tinitaly,13
540,361,10,tinitaly,13
541,361,10,tinitaly,13
553,385,10,tinitaly,13
552,384,10,tinitaly,13
553,384,10,tinitaly,13
2200,1491,12,tinitaly,13
2200,1490,12,tinitaly,13
2127,1489,12,tinitaly,13
2127,1488,12,tinitaly,13
1097,769,11,tinitaly,13
1097,768,11,tinitaly,13
274,197,9,tinitaly,13
275,197,9,tinitaly,13
2184,1528,12,tinitaly,13
2185,1528,12,tinitaly,13
1090,760,11,tinitaly,13
1091,760,11,tinitaly,13
2160,1546,12,tinitaly,13
2160,1547,12,tinitaly,13
2125,1460,12,tinitaly,13
2125,1461,12,tinitaly,13
1063,739,11,tinitaly,13
1063,738,11,tinitaly,13
1062,738,11,tinitaly,13
2202,1446,12,tinitaly,13
2202,1447,12,tinitaly,13
2203,1447,12,tinitaly,13
1117,788,11,tinitaly,13
1116,788,11,tinitaly,13
1116,789,11,tinitaly,13
1092,789,11,tinitaly,13
1093,789,11,tinitaly,13
1118,765,11,tinitaly,13
1084,721,11,tinitaly,13
1085,721,11,tinitaly,13
2234,1581,12,tinitaly,13
2234,1580,12,tinitaly,13
1096,721,11,tinitaly,13
1097,721,11,tinitaly,13
542,361,10,tinitaly,13
543,361,10,tinitaly,13
560,390,10,tinitaly,13
560,391,10,tinitaly,13
274,181,9,tinitaly,13
1065,729,11,tinitaly,13
1064,729,11,tinitaly,13
2141,1449,12,tinitaly,13
2140,1449,12,tinitaly,13
1095,767,11,tinitaly,13
1095,766,11,tinitaly,13
273,181,9,tinitaly,13
272,180,9,tinitaly,13
272,181,9,tinitaly,13
2254,1554,12,tinitaly,13
2255,1554,12,tinitaly,13
1074,744,11,tinitaly,13
1127,776,11,tinitaly,13
1126,776,11,tinitaly,13
2123,1465,12,tinitaly,13
2123,1464,12,tinitaly,13
2158,1492,12,tinitaly,13
2159,1492,12,tinitaly,13
2206,1464,12,tinitaly,13
1063,729,11,tinitaly,13
1087,720,11,tinitaly,13
1086,721,11,tinitaly,13
1087,721,11,tinitaly,13
2207,1594,12,tinitaly,13
2207,1595,12,tinitaly,13
2185,1595,12,tinitaly,13
2184,1595,12,tinitaly,13
2146,1533,12,tinitaly,13
2147,1533,12,tinitaly,13
1092,798,11,tinitaly,13
1092,799,11,tinitaly,13
2194,1609,12,tinitaly,13
2195,1609,12,tinitaly,13
557,394,10,tinitaly,13
556,394,10,tinitaly,13
556,395,10,tinitaly,13
2258,1540,12,tinitaly,13
2258,1541,12,tinitaly,13
2143,1557,12,tinitaly,13
2143,1556,12,tinitaly,13
1070,767,11,tinitaly,13
1071,767,11,tinitaly,13
2204,1448,12,tinitaly,13
2204,1449,12,tinitaly,13
1106,755,11,tinitaly,13
1106,754,11,tinitaly,13
2159,1512,12,tinitaly,13
2159,1513,12,tinitaly,13
2253,1539,12,tinitaly,13
2252,1539,12,tinitaly,13
536,363,10,tinitaly,13
537,363,10,tinitaly,13
2216,1569,12,tinitaly,13
2217,1569,12,tinitaly,13
2157,1446,12,tinitaly,13
2157,1447,12,tinitaly,13
1066,729,11,tinitaly,13
1067,729,11,tinitaly,13
2150,1488,12,tinitaly,13
2151,1488,12,tinitaly,13
2150,1489,12,tinitaly,13
1096,743,11,tinitaly,13
1097,743,11,tinitaly,13
1096,742,11,tinitaly,13
2192,1472,12,tinitaly,13
2193,1472,12,tinitaly,13
276,197,9,tinitaly,13
277,197,9,tinitaly,13
2138,1449,12,tinitaly,13
2139,1449,12,tinitaly,13
2188,1616,12,tinitaly,13
2189,1616,12,tinitaly,13
2245,1531,12,tinitaly,13
2244,1531,12,tinitaly,13
2171,1441,12,tinitaly,13
2170,1441,12,tinitaly,13
136,92,8,tinitaly,13
136,93,8,tinitaly,13
2141,1492,12,tinitaly,13
2140,1492,12,tinitaly,13
2206,1495,12,tinitaly,13
2206,1494,12,tinitaly,13
137,95,8,tinitaly,13
137,94,8,tinitaly,13
549,396,10,tinitaly,13
548,396,10,tinitaly,13
549,397,10,tinitaly,13
2158,1554,12,tinitaly,13
2159,1554,12,tinitaly,13
2158,1555,12,tinitaly,13
1128,772,11,tinitaly,13
1128,773,11,tinitaly,13
1129,773,11,tinitaly,13
1106,785,11,tinitaly,13
1107,785,11,tinitaly,13
2222,1589,12,tinitaly,13
2223,1589,12,tinitaly,13
541,378,10,tinitaly,13
2223,1556,12,tinitaly,13
2223,1557,12,tinitaly,13
2141,1560,12,tinitaly,13
2141,1561,12,tinitaly,13
2198,1592,12,tinitaly,13
2199,1592,12,tinitaly,13
1074,725,11,tinitaly,13
1075,724,11,tinitaly,13
1075,725,11,tinitaly,13
2260,1549,12,tinitaly,13
2260,1548,12,tinitaly,13
2234,1523,12,tinitaly,13
531,368,10,tinitaly,13
2123,1468,12,tinitaly,13
2123,1469,12,tinitaly,13
2159,1504,12,tinitaly,13
2159,1505,12,tinitaly,13
1105,771,11,tinitaly,13
1104,770,11,tinitaly,13
1105,770,11,tinitaly,13
2183,1597,12,tinitaly,13
2183,1596,12,tinitaly,13
134,92,8,tinitaly,13
135,93,8,tinitaly,13
135,92,8,tinitaly,13
1072,725,11,tinitaly,13
1073,725,11,tinitaly,13
1116,760,11,tinitaly,13
1116,761,11,tinitaly,13
2141,1533,12,tinitaly,13
2227,1564,12,tinitaly,13
557,379,10,tinitaly,13
556,379,10,tinitaly,13
1096,735,11,tinitaly,13
1096,734,11,tinitaly,13
559,383,10,tinitaly,13
558,383,10,tinitaly,13
553,379,10,tinitaly,13
552,378,10,tinitaly,13
552,379,10,tinitaly,13
2193,1609,12,tinitaly,13
2143,1554,12,tinitaly,13
2143,1555,12,tinitaly,13
2142,1554,12,tinitaly,13
558,392,10,tinitaly,13
559,392,10,tinitaly,13
558,393,10,tinitaly,13
275,198,9,tinitaly,13
2244,1567,12,tinitaly,13
2244,1566,12,tinitaly,13
550,374,10,tinitaly,13
551,375,10,tinitaly,13
550,375,10,tinitaly,13
538,390,10,tinitaly,13
538,391,10,tinitaly,13
1063,740,11,tinitaly,13
1063,741,11,tinitaly,13
1072,744,11,tinitaly,13
1073,744,11,tinitaly,13
2141,1553,12,tinitaly,13
2141,1552,12,tinitaly,13
1078,776,11,tinitaly,13
1079,776,11,tinitaly,13
1078,777,11,tinitaly,13
1078,766,11,tinitaly,13
1078,767,11,tinitaly,13
1079,767,11,tinitaly,13
2228,1582,12,tinitaly,13
2229,1582,12,tinitaly,13
2228,1583,12,tinitaly,13
1079,722,11,tinitaly,13
1079,723,11,tinitaly,13
2123,1471,12,tinitaly,13
2123,1470,12,tinitaly,13
554,393,10,tinitaly,13
555,393,10,tinitaly,13
1128,770,11,tinitaly,13
1128,771,11,tinitaly,13
1115,790,11,tinitaly,13
1114,790,11,tinitaly,13
1065,746,11,tinitaly,13
1064,746,11,tinitaly,13
1092,790,11,tinitaly,13
1093,790,11,tinitaly,13
562,384,10,tinitaly,13
563,385,10,tinitaly,13
562,385,10,tinitaly,13
2204,1450,12,tinitaly,13
2204,1451,12,tinitaly,13
2259,1554,12,tinitaly,13
2258,1554,12,tinitaly,13
2258,1542,12,tinitaly,13
2258,1543,12,tinitaly,13
2125,1482,12,tinitaly,13
2125,1483,12,tinitaly,13
1102,748,11,tinitaly,13
1102,749,11,tinitaly,13
535,384,10,tinitaly,13
535,385,10,tinitaly,13
1118,787,11,tinitaly,13
1118,786,11,tinitaly,13
1071,781,11,tinitaly,13
1071,780,11,tinitaly,13
1069,725,11,tinitaly,13
1068,725,11,tinitaly,13
1063,731,11,tinitaly,13
1063,730,11,tinitaly,13
534,372,10,tinitaly,13
535,372,10,tinitaly,13
2131,1457,12,tinitaly,13
2130,1457,12,tinitaly,13
1095,789,11,tinitaly,13
1094,789,11,tinitaly,13
1095,788,11,tinitaly,13
2256,1539,12,tinitaly,13
2257,1539,12,tinitaly,13
270,188,9,tinitaly,13
271,188,9,tinitaly,13
2160,1541,12,tinitaly,13
2160,1540,12,tinitaly,13
2206,1496,12,tinitaly,13
2206,1497,12,tinitaly,13
557,391,10,tinitaly,13
557,390,10,tinitaly,13
2190,1616,12,tinitaly,13
2191,1616,12,tinitaly,13
1128,776,11,tinitaly,13
1129,776,11,tinitaly,13
2146,1449,12,tinitaly,13
2147,1449,12,tinitaly,13
2141,1562,12,tinitaly,13
2141,1563,12,tinitaly,13
2183,1580,12,tinitaly,13
2183,1581,12,tinitaly,13
547,395,10,tinitaly,13
2148,1533,12,tinitaly,13
2149,1533,12,tinitaly,13
2187,1614,12,tinitaly,13
2187,1615,12,tinitaly,13
2194,1468,12,tinitaly,13
2194,1469,12,tinitaly,13
2206,1458,12,tinitaly,13
2206,1459,12,tinitaly,13
2234,1527,12,tinitaly,13
2234,1526,12,tinitaly,13
2127,1491,12,tinitaly,13
2127,1490,12,tinitaly,13
1097,805,11,tinitaly,13
2200,1493,12,tinitaly,13
2201,1493,12,tinitaly,13
2200,1492,12,tinitaly,13
268,194,9,tinitaly,13
268,195,9,tinitaly,13
2129,1457,12,tinitaly,13
2128,1457,12,tinitaly,13
1108,785,11,tinitaly,13
1109,785,11,tinitaly,13
2218,1569,12,tinitaly,13
2219,1569,12,tinitaly,13
2219,1568,12,tinitaly,13
1095,721,11,tinitaly,13
1094,721,11,tinitaly,13
1120,784,11,tinitaly,13
1120,785,11,tinitaly,13
2159,1509,12,tinitaly,13
2159,1508,12,tinitaly,13
1102,729,11,tinitaly,13
2193,1588,12,tinitaly,13
2192,1588,12,tinitaly,13
564,387,10,tinitaly,13
2186,1597,12,tinitaly,13
2186,1596,12,tinitaly,13
2143,1492,12,tinitaly,13
2142,1492,12,tinitaly,13
2135,1451,12,tinitaly,13
2135,1450,12,tinitaly,13
2183,1599,12,tinitaly,13
2183,1598,12,tinitaly,13
1099,723,11,tinitaly,13
1098,723,11,tinitaly,13
1117,765,11,tinitaly,13
1116,764,11,tinitaly,13
1116,765,11,tinitaly,13
2195,1591,12,tinitaly,13
2195,1590,12,tinitaly,13
2244,1559,12,tinitaly,13
2244,1558,12,tinitaly,13
2216,1515,12,tinitaly,13
2217,1515,12,tinitaly,13
279,195,9,tinitaly,13
279,194,9,tinitaly,13
274,182,9,tinitaly,13
2223,1553,12,tinitaly,13
2223,1552,12,tinitaly,13
2141,1567,12,tinitaly,13
2141,1566,12,tinitaly,13
272,188,9,tinitaly,13
273,189,9,tinitaly,13
273,188,9,tinitaly,13
2255,1539,12,tinitaly,13
2254,1539,12,tinitaly,13
1075,765,11,tinitaly,13
2143,1533,12,tinitaly,13
2142,1533,12,tinitaly,13
2193,1536,12,tinitaly,13
2193,1537,12,tinitaly,13
2123,1463,12,tinitaly,13
2159,1501,12,tinitaly,13
2159,1500,12,tinitaly,13
550,384,10,tinitaly,13
551,384,10,tinitaly,13
2209,1575,12,tinitaly,13
2208,1575,12,tinitaly,13
2155,1488,12,tinitaly,13
2154,1488,12,tinitaly,13
2227,1559,12,tinitaly,13
2227,1558,12,tinitaly,13
2133,1457,12,tinitaly,13
2132,1457,12,tinitaly,13
1105,787,11,tinitaly,13
1105,786,11,tinitaly,13
2186,1577,12,tinitaly,13
2187,1577,12,tinitaly,13
2243,1531,12,tinitaly,13
2242,1531,12,tinitaly,13
134,96,8,tinitaly,13
2238,1531,12,tinitaly,13
2239,1531,12,tinitaly,13
2238,1530,12,tinitaly,13
1093,719,11,tinitaly,13
1092,719,11,tinitaly,13
560,388,10,tinitaly,13
560,389,10,tinitaly,13
2249,1552,12,tinitaly,13
2249,1553,12,tinitaly,13
1112,778,11,tinitaly,13
1113,778,11,tinitaly,13
1079,745,11,tinitaly,13
1079,744,11,tinitaly,13
532,372,10,tinitaly,13
533,372,10,tinitaly,13
2167,1441,12,tinitaly,13
2166,1441,12,tinitaly,13
554,396,10,tinitaly,13
554,397,10,tinitaly,13
2160,1544,12,tinitaly,13
2160,1545,12,tinitaly,13
2125,1458,12,tinitaly,13
2125,1459,12,tinitaly,13
549,384,10,tinitaly,13
2204,1454,12,tinitaly,13
2204,1455,12,tinitaly,13
2197,1592,12,tinitaly,13
2196,1592,12,tinitaly,13
2230,1582,12,tinitaly,13
2231,1582,12,tinitaly,13
2252,1554,12,tinitaly,13
2253,1554,12,tinitaly,13
556,393,10,tinitaly,13
557,392,10,tinitaly,13
557,393,10,tinitaly,13
1103,770,11,tinitaly,13
1102,770,11,tinitaly,13
550,365,10,tinitaly,13
550,364,10,tinitaly,13
2194,1471,12,tinitaly,13
2194,1470,12,tinitaly,13
2206,1463,12,tinitaly,13
2206,1462,12,tinitaly,13
2234,1528,12,tinitaly,13
2234,1529,12,tinitaly,13
1111,785,11,tinitaly,13
1110,784,11,tinitaly,13
1110,785,11,tinitaly,13
2125,1479,12,tinitaly,13
2124,1478,12,tinitaly,13
2125,1478,12,tinitaly,13
2159,1510,12,tinitaly,13
2159,1511,12,tinitaly,13
2158,1559,12,tinitaly,13
2158,1558,12,tinitaly,13
2224,1515,12,tinitaly,13
2225,1515,12,tinitaly,13
1078,780,11,tinitaly,13
1078,781,11,tinitaly,13
1071,774,11,tinitaly,13
1071,775,11,tinitaly,13
1096,741,11,tinitaly,13
1096,740,11,tinitaly,13
2197,1540,12,tinitaly,13
2197,1541,12,tinitaly,13
542,378,10,tinitaly,13
543,378,10,tinitaly,13
2123,1474,12,tinitaly,13
2123,1475,12,tinitaly,13
2135,1454,12,tinitaly,13
2135,1455,12,tinitaly,13
2157,1490,12,tinitaly,13
2157,1491,12,tinitaly,13
2233,1582,12,tinitaly,13
2232,1582,12,tinitaly,13
2244,1562,12,tinitaly,13
2244,1563,12,tinitaly,13
2148,1449,12,tinitaly,13
2149,1449,12,tinitaly,13
1110,792,11,tinitaly,13
1110,793,11,tinitaly,13
1101,747,11,tinitaly,13
1100,747,11,tinitaly,13
2186,1598,12,tinitaly,13
2186,1599,12,tinitaly,13
2202,1493,12,tinitaly,13
2203,1493,12,tinitaly,13
2221,1515,12,tinitaly,13
2220,1515,12,tinitaly,13
1071,782,11,tinitaly,13
1071,783,11,tinitaly,13
2200,1488,12,tinitaly,13
2200,1489,12,tinitaly,13
2127,1486,12,tinitaly,13
2127,1487,12,tinitaly,13
2260,1546,12,tinitaly,13
2260,1547,12,tinitaly,13
1083,721,11,tinitaly,13
1082,721,11,tinitaly,13
2195,1588,12,tinitaly,13
2194,1588,12,tinitaly,13
2195,1589,12,tinitaly,13
2234,1578,12,tinitaly,13
2234,1579,12,tinitaly,13
2227,1562,12,tinitaly,13
2227,1563,12,tinitaly,13
1096,732,11,tinitaly,13
1096,733,11,tinitaly,13
1097,732,11,tinitaly,13
2177,1520,12,tinitaly,13
2177,1521,12,tinitaly,13
2218,1515,12,tinitaly,13
2219,1515,12,tinitaly,13
2242,1570,12,tinitaly,13
2242,1571,12,tinitaly,13
2171,1516,12,tinitaly,13
2171,1517,12,tinitaly,13
2142,1449,12,tinitaly,13
2143,1449,12,tinitaly,13
2141,1550,12,tinitaly,13
2141,1551,12,tinitaly,13
138,95,8,tinitaly,13
2157,1444,12,tinitaly,13
2157,1445,12,tinitaly,13
1079,721,11,tinitaly,13
2209,1542,12,tinitaly,13
2208,1542,12,tinitaly,13
538,388,10,tinitaly,13
538,389,10,tinitaly,13
2125,1462,12,tinitaly,13
2125,1463,12,tinitaly,13
2124,1463,12,tinitaly,13
1122,767,11,tinitaly,13
1123,767,11,tinitaly,13
1122,766,11,tinitaly,13
136,91,8,tinitaly,13
560,383,10,tinitaly,13
276,199,9,tinitaly,13
276,198,9,tinitaly,13
2123,1466,12,tinitaly,13
2123,1467,12,tinitaly,13
2222,1596,12,tinitaly,13
2223,1596,12,tinitaly,13
1106,756,11,tinitaly,13
1106,757,11,tinitaly,13
556,388,10,tinitaly,13
557,389,10,tinitaly,13
557,388,10,tinitaly,13
1091,788,11,tinitaly,13
2205,1464,12,tinitaly,13
2204,1464,12,tinitaly,13
2226,1515,12,tinitaly,13
2194,1466,12,tinitaly,13
2194,1467,12,tinitaly,13
2251,1554,12,tinitaly,13
2250,1554,12,tinitaly,13
2125,1485,12,tinitaly,13
2125,1484,12,tinitaly,13
1099,770,11,tinitaly,13
545,378,10,tinitaly,13
545,379,10,tinitaly,13
544,378,10,tinitaly,13
2160,1542,12,tinitaly,13
2160,1543,12,tinitaly,13
2135,1449,12,tinitaly,13
1116,763,11,tinitaly,13
1116,762,11,tinitaly,13
2244,1568,12,tinitaly,13
2244,1557,12,tinitaly,13
2143,1558,12,tinitaly,13
2143,1559,12,tinitaly,13
1110,798,11,tinitaly,13
1110,799,11,tinitaly,13
1063,742,11,tinitaly,13
2241,1531,12,tinitaly,13
2240,1531,12,tinitaly,13
2137,1492,12,tinitaly,13
2136,1493,12,tinitaly,13
2136,1492,12,tinitaly,13
2135,1452,12,tinitaly,13
2135,1453,12,tinitaly,13
1101,796,11,tinitaly,13
2183,1578,12,tinitaly,13
2183,1579,12,tinitaly,13
139,96,8,tinitaly,13
2206,1457,12,tinitaly,13
2234,1524,12,tinitaly,13
2234,1525,12,tinitaly,13
2244,1560,12,tinitaly,13
2244,1561,12,tinitaly,13
2186,1528,12,tinitaly,13
2187,1528,12,tinitaly,13
2219,1567,12,tinitaly,13
1100,723,11,tinitaly,13
2159,1506,12,tinitaly,13
2159,1507,12,tinitaly,13
2204,1453,12,tinitaly,13
2204,1452,12,tinitaly,13
535,386,10,tinitaly,13
2193,1611,12,tinitaly,13
2193,1610,12,tinitaly,13
1125,767,11,tinitaly,13
1124,767,11,tinitaly,13
2260,1550,12,tinitaly,13
2260,1551,12,tinitaly,13
1075,766,11,tinitaly,13
1075,767,11,tinitaly,13
1074,767,11,tinitaly,13
1099,743,11,tinitaly,13
1098,743,11,tinitaly,13
1099,732,11,tinitaly,13
1098,732,11,tinitaly,13
2145,1533,12,tinitaly,13
2144,1533,12,tinitaly,13
2127,1492,12,tinitaly,13
2127,1493,12,tinitaly,13
1102,730,11,tinitaly,13
1102,731,11,tinitaly,13
2158,1556,12,tinitaly,13
2158,1557,12,tinitaly,13
2141,1564,12,tinitaly,13
2141,1565,12,tinitaly,13
2242,1568,12,tinitaly,13
2243,1568,12,tinitaly,13
2242,1569,12,tinitaly,13
547,396,10,tinitaly,13
1078,779,11,tinitaly,13
1078,778,11,tinitaly,13
2123,1472,12,tinitaly,13
2123,1473,12,tinitaly,13
1080,756,11,tinitaly,13
1081,756,11,tinitaly,13
2260,1552,12,tinitaly,13
2260,1553,12,tinitaly,13
1118,788,11,tinitaly,13
2201,1593,12,tinitaly,13
2200,1592,12,tinitaly,13
2201,1592,12,tinitaly,13
2205,1542,12,tinitaly,13
2204,1542,12,tinitaly,13
538,383,10,tinitaly,13
2203,1464,12,tinitaly,13
2202,1464,12,tinitaly,13
2215,1569,12,tinitaly,13
